P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
"TOI-244 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-10-09","2.6800000","-0.30000000","0.30000000","0","Mass","1.5200000","-0.12000000","0.12000000","0","7.3972250","-2.3000000e-05","2.6000000e-05","0","0.055900000","-0.0013000000","0.0013000000","0","","","","0","88.320000","-0.16000000","0.16000000","0","","","","0","TOI-244","","","M2.5 V","10.569754","-36.717974","00h42m16.74s","-36d43m04.71s","12.861000","-0.069000000","0.069000000","22.033700","-0.033300000","0.033400000","3433.0000","-100.00000","100.00000","0","0.43000000","-0.030000000","0.030000000","0","0.43000000","-0.030000000","0.030000000","0","-0.39000000","-0.070000000","0.070000000","0","7.0000000","-4.0000000","4.0000000","0","-1.6430000","-0.0080000000","0.0080000000","0","4.6600000","-0.070000000","0.070000000","0","1.3278396","1.7631579","1.1599723","0.76313967","0.0010290090","0.055900000","0.055900000","0.055900000","0.055900000","7.2807544","7.2807544","7.2807544","418.45022","418.45022","418.45022","472.57377","472.57377","472.57377","Terran","M","00 42 16.74","-36 43 04.71","0.022750974","0.12346711","0.32145641","0.15638861","0.30476330","0.16581095","0.30476330","0.15095432","0.30476330","0.40725250","0.027251671","0.37344845","0","0","Hot","0","0.44418259","Sculptor","Scl","Sculptor"
"WASP-178 b","Transit","WASP-South","2019","2022-10-18","527.59780","-38.139600","38.139600","0","Mass","20.288000","-1.0090000","1.0090000","0","3.3448285","-1.2000000e-06","1.2000000e-06","0","0.055800000","-0.0010000000","0.0010000000","0","0.0000000","","","0","85.700000","-0.60000000","0.60000000","0","","","","0","WASP-178","HD 134004","","A1 IV-V","227.27033","-42.704966","15h09m04.88s","-42d42m17.88s","9.9460000","-0.0050000000","0.0050000000","427.67800","-10.786000","11.350000","9360.0000","-150.00000","150.00000","0","2.0700000","-0.11000000","0.11000000","0","1.6700000","-0.070000000","0.070000000","0","0.21000000","-0.16000000","0.16000000","0","0.43000000","-0.25000000","0.31000000","0","1.2150000","-0.050000000","0.091000000","0","4.3100000","-0.040000000","0.040000000","0","5.0995502","26.005412","1.2818125","0.063180821","0.0035388622","0.055800000","0.055800000","0.055800000","0.055800000","5269.0413","5269.0413","5269.0413","2170.3642","2170.3642","2170.3642","","2451.0853","2451.0853","Jovian","A","15 09 04.88","-42 42 17.88","16.405898","2.8086926","6.4727808","3.5574317","6.1367984","3.7578322","6.1367984","3.4333546","6.1367984","10.936133","1216.5639","0.39608922","0","0","Hot","0","0.046016687","Lupus","Lup","Wolf"
"HD 136352 b","Radial Velocity","La Silla Observatory","2019","2022-08-10","4.7200000","-0.42000000","0.42000000","0","Mass","1.6640000","-0.043000000","0.043000000","0","11.577970","-0.00013000000","8.0000000e-05","0","0.096400000","-0.0028000000","0.0028000000","0","0.0000000","","","0","88.490000","-0.15000000","0.17000000","0","-185.64000","-37.670000","35.970000","0","HD 136352","HD 136352","HIP 75181","G4 V","230.44011","-48.318817","15h21m45.63s","-48d19m07.74s","5.6500000","-0.030000000","0.030000000","14.682000","-0.019800000","0.019900000","5664.0000","-61.000000","61.000000","0","0.87000000","-0.040000000","0.040000000","0","1.0600000","-0.020000000","0.020000000","0","-0.24000000","-0.050000000","0.050000000","0","12.300000","-2.9000000","1.2000000","0","0.016000000","-0.025000000","0.024000000","0","4.3900000","-0.11000000","0.11000000","0","1.6842026","2.8365385","1.7046505","1.0244294","0.0016943503","0.096400000","0.096400000","0.096400000","0.096400000","111.64671","111.64671","111.64671","828.05883","828.05883","828.05883","935.16233","935.16233","935.16233","Superterran","G","15 21 45.63","-48 19 07.74","1.0375284","0.76963459","1.8189410","0.97484063","1.7245213","1.0309462","1.7245213","0.94103662","1.7245213","2.7501967","1.5922060","0.51885831","0","0","Hot","0","0.28343488","Lupus","Lup","Wolf"
"GU Psc b","Imaging","Gemini Observatory","2014","2014-05-14","3591.3000","-540.30000","540.30000","0","Mass","14.179000","-1.2890000","1.2890000","0","","","","0","2000.0000","-200.00000","200.00000","0","","","","0","","","","0","","","","0","GU Psc","","","M3","18.146485","17.065003","01h12m35.16s","+17d03m54.01s","14.146000","-0.099000000","0.099000000","47.550100","-0.16380000","0.16490000","4031.8100","-168.54000","69.690000","0","0.33000000","-0.030000000","0.030000000","0","0.45000000","-0.010000000","0.010000000","0","0.10000000","-0.13000000","0.13000000","0","0.10000000","-0.030000000","0.030000000","0","-1.6020000","-0.12100000","0.095000000","0","4.7800000","-0.010000000","0.010000000","0","15.914868","253.28302","17.863250","1.2598385","443.33072","2000.0000","2000.0000","2000.0000","2000.0000","6.2508634e-09","6.2508634e-09","6.2508634e-09","2.2650861","2.2650861","2.2650861","","2.5580588","2.5580588","Jovian","M","01 12 35.16","+17 03 54.01","0.025003454","0.12816182","0.32387507","0.16233687","0.30706011","0.17199825","0.30706011","0.15671275","0.30706011","0.42693697","0.069800393","0.16842096","0","0","Cold","0","0.063560226","Pisces","Psc","Fishes"
"Kepler-865 b","Transit","Kepler","2016","2019-04-16","6.7600000","","","0","M-R relationship","2.4900000","-0.24000000","0.49000000","0","14.163993","-2.4630000e-05","2.4630000e-05","0","0.10570000","","","0","0.0000000","","","0","89.940000","","","0","","","","0","Kepler-865","","","","297.72423","43.527280","19h50m53.81s","+43d31m38.21s","14.635000","-0.069000000","0.069000000","586.13700","-7.7000000","7.9040000","5570.0000","-208.99000","287.71000","0","0.93000000","-0.070000000","0.090000000","0","0.92000000","-0.090000000","0.18000000","0","-0.010000000","-0.17700000","0.13800000","0","4.2700000","-2.5600000","5.1500000","0","-0.29800000","","","0","4.4900000","-0.13000000","0.070000000","0","1.6476831","2.7148594","1.0903050","0.43787349","0.0020480858","0.10570000","0.10570000","0.10570000","0.10570000","45.066105","45.066105","45.066105","660.02778","660.02778","660.02778","745.39766","745.39766","745.39766","Superterran","G","19 50 53.81","+43 31 38.21","0.50350061","0.53911153","1.2776493","0.68285540","1.2113275","0.72222056","1.2113275","0.65918488","1.2113275","1.9158600","1.3852199","0.44475803","0","0","Hot","0","0.25928214","Cygnus","Cyg","Swan"
"Kepler-949 b","Transit","Kepler","2016","2019-04-16","8.8000000","","","0","M-R relationship","2.9100000","-0.23000000","0.36000000","0","8.6893073","-9.6300000e-06","9.6300000e-06","0","0.077400000","","","0","0.0000000","","","0","89.940000","","","0","","","","0","Kepler-949","","","","298.60791","46.453660","19h54m25.90s","+46d27m13.18s","14.718000","-0.17200000","0.17200000","486.10500","-5.3870000","5.3870000","5403.0000","-208.02000","200.90000","0","0.89000000","-0.050000000","0.060000000","0","0.86000000","-0.070000000","0.11000000","0","0.010000000","-0.16100000","0.14400000","0","4.5700000","-2.8700000","5.8300000","0","-0.44200000","","","0","4.5300000","-0.10000000","0.050000000","0","1.7389810","3.0240550","1.0391942","0.35711139","0.0016617171","0.077400000","0.077400000","0.077400000","0.077400000","60.327882","60.327882","60.327882","709.95240","709.95240","709.95240","","801.77967","801.77967","Neptunian","G","19 54 25.90","+46 27 13.18","0.36140986","0.46111663","1.0985982","0.58406712","1.0415706","0.61783951","1.0415706","0.56383268","1.0415706","1.6231691","1.0245961","0.44327599","0","0","Hot","0","0.23368943","Cygnus","Cyg","Swan"
"Kepler-949 c","Transit","Kepler","2023","2023-05-16","9.1100000","","","0","M-R relationship","2.9700000","-0.43000000","0.61000000","0","20.997580","-3.3340000e-05","3.3340000e-05","0","0.13940000","","","0","0.0000000","","","0","89.760000","","","0","","","","0","Kepler-949","","","","298.60791","46.453660","19h54m25.90s","+46d27m13.18s","14.718000","-0.17200000","0.17200000","486.10500","-5.3870000","5.3870000","5211.0000","-163.00000","181.00000","0","0.82000000","-0.060000000","0.10000000","0","0.90000000","-0.13000000","0.19000000","0","0.080000000","-0.30000000","0.25000000","0","13.900000","-3.4000000","3.4000000","0","-0.44200000","","","0","4.4500000","-0.18000000","0.12000000","0","1.7513823","3.0673401","1.0327744","0.34773550","0.0031113547","0.13940000","0.13940000","0.13940000","0.13940000","18.598352","18.598352","18.598352","529.01541","529.01541","529.01541","","597.43978","597.43978","Neptunian","K","19 54 25.90","+46 27 13.18","0.36140986","0.46592933","1.1174917","0.59016573","1.0594830","0.62441607","1.0594830","0.56973120","1.0594830","1.6231691","0.71686825","0.51919670","0","0","Hot","0","0.27455145","Cygnus","Cyg","Swan"
"WASP-100 b","Transit","SuperWASP","2014","2023-12-04","400.46580","-143.02350","143.02350","0","Mass","14.908000","-1.5690000","1.5690000","0","2.8493800","-8.0000000e-06","8.0000000e-06","0","0.045740000","-0.0010000000","0.00093000000","0","0.0000000","","","0","82.600000","-2.1500000","2.1500000","0","","","","0","WASP-100","","","F2","68.959816","-64.027039","04h35m50.36s","-64d01m37.34s","10.798000","-0.0090000000","0.0090000000","364.41100","-2.7090000","2.7490000","6900.0000","-120.00000","120.00000","0","0.77000000","-0.42000000","0.42000000","0","1.5700000","-0.16000000","0.16000000","0","-0.030000000","","","0","1.5700000","-0.20000000","0.30000000","0","0.76600000","-0.024000000","0.020000000","0","4.3500000","-0.17000000","0.17000000","0","5.1829023","26.862477","1.8018833","0.12086687","0.0036793659","0.045740000","0.045740000","0.045740000","0.045740000","2788.7378","2788.7378","2788.7378","1851.1927","1851.1927","1851.1927","","2090.6313","2090.6313","Jovian","F","04 35 50.36","-64 01 37.34","5.8344510","1.6980758","3.9224518","2.1507604","3.7188453","2.2723724","3.7188453","2.0758017","3.7188453","6.5217443","12.779824","0.35348557","0","0","Hot","0","0.061137107","Reticulum","Ret","Net"
"HD 28109 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2022","2023-12-04","18.496000","-7.6090000","9.1200000","0","Mass","2.1990000","-0.10000000","0.098000000","0","22.891040","-0.00036000000","0.00035000000","0","0.13570000","-0.0034000000","0.0034000000","0","0.33070000","","","1","87.725000","-0.012000000","0.023000000","0","","","","0","HD 28109","HD 28109","","F8/G0 V","65.238306","-68.102688","04h20m57.19s","-68d06m09.68s","9.4200000","-0.030000000","0.030000000","139.61100","-0.42700000","0.42900000","6120.0000","-50.000000","50.000000","0","1.2600000","-0.080000000","0.080000000","0","1.4500000","-0.040000000","0.040000000","0","0.0000000","-0.10000000","0.10000000","0","1.1000000","-0.10000000","0.10000000","0","0.45600000","-0.014000000","0.024000000","0","4.1300000","-0.10000000","0.10000000","0","2.9001890","8.4110960","3.8249641","1.7394107","0.0022244450","0.14312024","0.090824010","0.18057599","0.13762528","164.43332","87.635484","346.41657","892.79264","779.41670","1099.0043","1008.2690","880.22869","1241.1526","Superterran","F","04 20 57.19","-68 06 09.68","2.8575905","1.2425054","2.9037125","1.5737722","2.7529839","1.6636920","2.7529839","1.5190933","2.7529839","4.5641905","3.9431758","0.39256701","0","0","Hot","0","0.25285688","Hydrus","Hyi","Little Water Snake"
"TOI-1853 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","73.200000","-2.7000000","2.7000000","0","Mass","3.4600000","-0.080000000","0.080000000","0","1.2436258","-1.5000000e-06","1.5000000e-06","0","0.021300000","-0.00050000000","0.00050000000","0","0.030000000","","","1","84.700000","-0.40000000","0.40000000","0","","","","0","TOI-1853","","","K2.5 V","211.45935","16.992370","14h05m50.24s","+16d59m32.53s","12.178000","-0.028000000","0.028000000","165.10500","-0.99400000","1.0060000","4985.0000","-70.000000","70.000000","0","0.84000000","-0.040000000","0.040000000","0","0.81000000","-0.010000000","0.010000000","0","0.11000000","-0.080000000","0.080000000","0","","","","0","-0.43200000","-0.011000000","0.011000000","0","4.4900000","-0.11000000","0.11000000","0","4.5995727","21.156069","6.1144709","1.7671881","0.00091624971","0.021309585","0.020661000","0.021939000","0.021302397","815.52319","768.36282","866.35787","1361.0857","1341.1931","1382.0509","","1514.6668","1560.8093","Neptunian","K","14 05 50.24","+16 59 32.53","0.36982818","0.47667141","1.1531662","0.60377486","1.0933050","0.63897457","1.0933050","0.58287853","1.0933050","1.6419645","0.49012309","0.43528886","0","0","Hot","0","0.19398013","Bootes","Boo","Herdsman"
"TOI-3023 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","197.05361","-28.604560","31.782840","0","Mass","16.432000","-0.35900000","0.48200000","0","3.9014971","-3.1000000e-06","3.1000000e-06","0","0.050500000","-0.00090000000","0.0015000000","0","0.0000000","","","0","88.900000","-1.0000000","0.80000000","0","","","","0","TOI-3023","","","","165.31582","-72.356704","11h01m15.80s","-72d21m24.14s","12.252000","-0.080000000","0.080000000","389.91600","-3.1460000","3.1960000","5760.0000","-88.000000","85.000000","0","1.1200000","-0.060000000","0.11000000","0","1.6700000","-0.030000000","0.050000000","0","0.085000000","-0.083000000","0.084000000","0","7.0000000","-2.2000000","1.7000000","0","0.44400000","-0.034000000","0.033000000","0","4.0500000","-0.020000000","0.020000000","0","3.4629561","11.992065","0.72979947","0.044413308","0.0028305147","0.050500000","0.050500000","0.050500000","0.050500000","1089.9768","1089.9768","1089.9768","1463.7066","1463.7066","1463.7066","","1653.0266","1653.0266","Jovian","G","11 01 15.80","-72 21 24.14","2.7797133","1.2525648","2.9524239","1.5865294","2.7991662","1.6776917","2.7991662","1.5314930","2.7991662","4.5015675","2.0426447","0.51382337","0","0","Hot","0","0.056592048","Carina","Car","Keel"
"TOI-199 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","54.030830","-6.3565700","6.3565700","0","Mass","9.0790000","-0.056000000","0.056000000","0","104.85400","-0.0020000000","0.0010000000","0","0.42540000","-0.0020000000","0.0020000000","0","0.090000000","-0.020000000","0.010000000","0","90.000000","","","0","350.00000","-4.0000000","2.0000000","0","TOI-199","","","G9 V","80.105874","-59.895433","05h20m25.41s","-59d53m43.56s","10.701000","-0.0080000000","0.0080000000","102.27000","-0.19000000","0.19100000","5255.0000","-10.000000","12.000000","0","0.94000000","-0.010000000","0.0000000","0","0.82000000","-0.0000000","0.0000000","0","0.22000000","-0.030000000","0.030000000","0","0.80000000","-0.60000000","1.2000000","0","-0.33800000","-0.0030000000","0.0050000000","0","4.5800000","-0.010000000","0.0000000","0","2.4395056","5.9511874","0.65548930","0.072198403","0.014943835","0.42712287","0.38711400","0.46368600","0.42583187","2.5478337","2.1357580","3.0642362","321.35172","307.95532","337.03909","","347.78715","380.63269","Jovian","G","05 20 25.41","-59 53 43.56","0.45919801","0.52397740","1.2547268","0.66369120","1.1895943","0.70217561","1.1895943","0.64070824","1.1895943","1.8296321","0.80917018","0.33763629","0","0","Hot","0","0.35469111","Dorado","Dor","Goldfish"
"HD 21749 c","Transit","Transiting Exoplanet Survey Satellite (TESS)","2019","2023-12-04","3.7000000","","","1","Mass","0.89200000","-0.058000000","0.064000000","0","7.7899300","-0.00044000000","0.00051000000","0","0.069500000","-0.0023000000","0.0021000000","0","","","","0","88.900000","-0.37000000","0.50000000","0","","","","0","GJ 143","HD 21749","HIP 16069","K4.5","51.750188","-63.500166","03h27m00.05s","-63d30m00.60s","8.0800000","-0.030000000","0.030000000","16.320000","-0.0071000000","0.0071000000","4640.0000","-100.00000","100.00000","0","0.73000000","-0.070000000","0.070000000","0","0.70000000","-0.030000000","0.030000000","0","0.0030000000","-0.060000000","0.060000000","0","3.8000000","-3.7000000","3.7000000","0","-0.68600000","-0.0000000","0.0000000","0","4.6100000","-0.060000000","0.050000000","0","2.0366595","4.1479821","4.6502041","5.2132333","0.0011941613","0.069500000","0.069500000","0.069500000","0.069500000","42.660937","42.660937","42.660937","651.03945","651.03945","651.03945","735.24676","735.24676","735.24676","Terran","K","03 27 00.05","-63 30 00.60","0.20606299","0.36114589","0.88657935","0.45744698","0.84055522","0.48431157","0.84055522","0.44161823","0.84055522","1.2256424","0.25856853","0.40237383","0","0","Hot","0","0.32407780","Reticulum","Ret","Net"
"TOI-2084 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","6.6600000","","","0","M-R relationship","2.4700000","-0.13000000","0.13000000","0","6.0784247","-9.6000000e-06","9.6000000e-06","0","0.050060000","-0.0010300000","0.0010300000","0","","","","0","89.150000","-0.15000000","0.15000000","0","","","","0","TOI-2084","","","M2+/-0.5","259.25454","72.747023","17h17m01.09s","+72d44m49.28s","15.115000","-0.065000000","0.065000000","114.54900","-0.33900000","0.34200000","3551.0000","-52.000000","49.000000","0","0.45000000","-0.030000000","0.030000000","0","0.48000000","-0.010000000","0.010000000","0","-0.13000000","-0.20000000","0.20000000","0","7.5000000","-5.1000000","4.4000000","0","-1.4920000","-0.040000000","0.035000000","0","4.7500000","-0.050000000","0.050000000","0","1.6420585","2.6963563","1.0916422","0.44196041","0.0012294098","0.050060000","0.050060000","0.050060000","0.050060000","12.853408","12.853408","12.853408","482.34112","482.34112","482.34112","544.72850","544.72850","544.72850","Superterran","M","17 17 01.09","+72 44 49.28","0.032210688","0.14669595","0.37971735","0.18581181","0.35999985","0.19698141","0.35999985","0.17935962","0.35999985","0.48457808","0.033885696","0.38353578","0","0","Hot","0","0.32488222","Draco","Dra","Dragon"
"NGTS-14 A b","Transit","Paranal Observatory","2021","2023-12-04","29.240360","-3.8139600","3.8139600","0","Mass","4.9770000","-0.33600000","0.33600000","0","3.5357173","-6.9000000e-06","6.9000000e-06","0","0.040300000","-0.0071000000","0.0071000000","0","0.0000000","","","0","86.700000","-1.7000000","1.7000000","0","","","","0","NGTS-14 A","","","K1 V","328.51748","-38.377419","21h54m04.20s","-38d22m38.71s","13.268000","-0.092000000","0.092000000","322.14800","-3.5530000","3.6320000","5187.0000","-11.000000","11.000000","0","0.90000000","-0.040000000","0.040000000","0","0.84000000","-0.010000000","0.010000000","0","0.10000000","-0.030000000","0.030000000","0","5.9000000","-3.4000000","3.0000000","0","-0.31100000","-0.011000000","0.011000000","0","4.2000000","-0.040000000","0.040000000","0","2.4238600","5.8750974","1.1804496","0.23718094","0.0012862845","0.040300000","0.040300000","0.040300000","0.040300000","300.87764","300.87764","300.87764","1060.9555","1060.9555","1060.9555","","1198.1826","1198.1826","Neptunian","K","21 54 04.20","-38 22 38.71","0.48865236","0.54245364","1.3021706","0.68709501","1.2345752","0.72698944","1.2345752","0.66330568","1.2345752","1.8873992","0.70959204","0.46428111","0","0","Hot","0","0.15456246","Grus","Gru","Crane"
"HD 28109 c","Transit","Transiting Exoplanet Survey Satellite (TESS)","2022","2023-12-04","7.9430000","-3.0460000","4.2270000","0","Mass","4.2300000","-0.11000000","0.11000000","0","56.008190","-0.0020200000","0.0019400000","0","0.30800000","-0.011000000","0.011000000","0","0.12030000","","","1","89.543000","-0.086000000","0.093000000","0","","","","0","HD 28109","HD 28109","","F8/G0 V","65.238306","-68.102688","04h20m57.19s","-68d06m09.68s","9.4200000","-0.030000000","0.030000000","139.61100","-0.42700000","0.42900000","6120.0000","-50.000000","50.000000","0","1.2600000","-0.080000000","0.080000000","0","1.4500000","-0.040000000","0.040000000","0","0.0000000","-0.10000000","0.10000000","0","1.1000000","-0.10000000","0.10000000","0","0.45600000","-0.014000000","0.024000000","0","4.1300000","-0.10000000","0.10000000","0","1.3703203","1.8777778","0.44391910","0.10494541","0.0050065885","0.31022870","0.27094760","0.34505240","0.30855984","30.343390","24.001031","38.925068","596.25222","563.84169","636.29287","","636.77059","718.59281","Neptunian","F","04 20 57.19","-68 06 09.68","2.8575905","1.2425054","2.9037125","1.5737722","2.7529839","1.6636920","2.7529839","1.5190933","2.7529839","4.5641905","3.9431758","0.39256701","0","0","Hot","0","0.20694534","Hydrus","Hyi","Little Water Snake"
"TOI-4184 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","6.4800000","","","0","M-R relationship","2.4300000","-0.21000000","0.21000000","0","4.9019804","-5.2000000e-06","5.2000000e-06","0","0.033600000","-0.0015000000","0.0015000000","0","","","","0","89.430000","-0.16000000","0.16000000","0","","","","0","TOI-4184","","","M5.5+/-0.5","43.828475","-79.414704","02h55m18.83s","-79d24m52.93s","17.120000","-0.20000000","0.20000000","69.364900","-0.32150000","0.32430000","3238.0000","-49.000000","48.000000","0","0.21000000","-0.030000000","0.030000000","0","0.23000000","-0.020000000","0.020000000","0","-0.27000000","-0.090000000","0.090000000","0","6.7000000","-4.7000000","4.9000000","0","-2.2640000","-0.064000000","0.061000000","0","5.0100000","-0.040000000","0.040000000","0","1.6329932","2.6666667","1.0973937","0.45160234","0.0010541678","0.033600000","0.033600000","0.033600000","0.033600000","4.8230465","4.8230465","4.8230465","377.51140","377.51140","377.51140","426.33981","426.33981","426.33981","Superterran","M","02 55 18.83","-79 24 52.93","0.0054450265","0.060529036","0.15908853","0.076668144","0.15082628","0.081303840","0.15082628","0.074000731","0.15082628","0.19923414","0.015351486","0.29195129","0","0","Hot","0","0.45006606","Hydrus","Hyi","Little Water Snake"
"TOI-2498 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-12-04","34.620000","-4.0900000","4.1000000","0","Mass","6.0600000","-0.27000000","0.29000000","0","3.7382520","-4.0000000e-06","4.0000000e-06","0","0.049100000","-0.0030000000","0.0030000000","0","0.089000000","-0.075000000","0.075000000","0","87.120000","-1.7000000","1.7000000","0","89.990000","-99.140000","99.140000","0","TOI-2498","","","","95.416220","11.251648","06h21m39.89s","+11d15m05.93s","11.196000","-0.027000000","0.027000000","275.26500","-4.0820000","4.2040000","5905.0000","-12.000000","12.000000","0","1.1200000","-0.020000000","0.020000000","0","1.2600000","-0.040000000","0.040000000","0","0.16700000","-0.041000000","0.010000000","0","3.6000000","-1.1000000","1.1000000","0","0.27100000","-0.021000000","0.023000000","0","4.3000000","-0.020000000","0.020000000","0","2.3901614","5.7128713","0.94271803","0.15556403","0.0014041757","0.049294461","0.044730100","0.053469900","0.049148742","777.25565","652.80167","932.82518","1343.0541","1287.6417","1407.8286","","1454.1889","1589.9211","Neptunian","G","06 21 39.89","+11 15 05.93","1.8663797","1.0174049","2.3892308","1.2886649","2.2652081","1.3625376","2.2652081","1.2439340","2.2652081","3.6886187","2.6204745","0.45991891","0","0","Hot","0","0.13151119","Orion","Ori","Hunter"
"WASP-22 b","Transit","SuperWASP","2010","2022-10-18","212.94610","-60.387700","60.387700","0","Mass","13.787000","-1.5690000","1.5690000","0","3.5326900","-1.0000000e-05","1.0000000e-05","0","0.047000000","-0.00037000000","0.00036000000","0","0.020000000","-0.010000000","0.010000000","0","89.200000","-0.50000000","0.50000000","0","27.000000","-78.000000","51.000000","0","WASP-22","","","G1 V","52.818037","-23.819792","03h31m16.33s","-23d49m11.25s","11.990000","-0.025000000","0.025000000","317.65200","-5.4470000","5.6380000","6000.0000","-100.00000","100.00000","0","1.4600000","-0.63000000","0.63000000","0","1.2400000","-0.13000000","0.13000000","0","-0.050000000","","","0","3.0000000","-1.0000000","1.0000000","0","0.24500000","-0.010000000","0.010000000","0","4.5000000","-0.20000000","0.20000000","0","3.9300670","15.445427","1.1202892","0.081256921","0.0024252032","0.047009400","0.046060000","0.047940000","0.047002350","795.95985","764.89873","828.61374","1352.9755","1339.6788","1366.7458","","1512.9567","1543.5246","Jovian","G","03 31 16.33","-23 49 11.25","1.7579236","0.98170133","2.3002258","1.2434388","2.1808233","1.3146132","2.1808233","1.2002598","2.1808233","3.5798412","3.3700739","0.48737435","0","0","Hot","0","0.066519172","Eridanus","Eri","River"
"WASP-2 b","Transit","SuperWASP","2007","2022-10-18","295.89973","-18.434140","19.069800","0","Mass","12.117000","-0.44800000","0.46000000","0","2.1521750","-1.1000000e-05","1.2000000e-05","0","0.031440000","-0.00087000000","0.00088000000","0","0.0054000000","-0.0044000000","0.0090000000","0","84.490000","-0.18000000","0.17000000","0","267.00000","-86.000000","11.000000","0","WASP-2","","","K1","307.72556","6.4293305","20h30m54.13s","+06d25m45.59s","11.728000","-0.034000000","0.034000000","153.24200","-1.6050000","1.6400000","5180.0000","-190.00000","190.00000","0","0.90000000","-0.070000000","0.080000000","0","0.87000000","-0.030000000","0.030000000","0","0.12000000","-0.19000000","0.21000000","0","8.2000000","-3.7000000","6.8000000","0","-0.31300000","-0.086000000","0.081000000","0","4.5100000","-0.020000000","0.020000000","0","4.9416813","24.420214","2.0153680","0.16632566","0.0021588225","0.031440458","0.031270224","0.031609776","0.031440115","492.08628","486.80739","497.43692","1199.7967","1196.5725","1203.0515","","1351.3406","1358.6576","Jovian","K","20 30 54.13","+06 25 45.59","0.48640721","0.54140210","1.2999813","0.68576318","1.2324995","0.72558578","1.2324995","0.66202036","1.2324995","1.8830583","0.70110959","0.49046496","0","0","Hot","0","0.075282548","Delphinus","Del","Dolphin"
