P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
"WASP-56 b","Transit","SuperWASP","2012","2022-10-18","143.02350","-28.604700","28.604700","0","Mass","10.536000","-1.0090000","1.0090000","0","4.6171000","-3.0000000e-06","3.0000000e-06","0","0.056140000","-0.00041000000","0.00040000000","0","0.0000000","","","0","88.500000","-0.15000000","0.15000000","0","","","","0","WASP-56","","","G6","183.36604","23.055687","12h13m27.85s","+23d03m20.47s","12.091000","-0.034000000","0.034000000","321.08400","-5.2280000","5.4000000","5600.0000","-100.00000","100.00000","0","0.71000000","-0.21000000","0.21000000","0","0.96000000","-0.090000000","0.090000000","0","0.12000000","","","0","6.2000000","-2.1000000","3.0000000","0","0.10300000","-0.010000000","0.010000000","0","4.5000000","","","0","3.6843919","13.574744","1.2884153","0.12228695","0.0032918548","0.056140000","0.056140000","0.056140000","0.056140000","402.21215","402.21215","402.21215","1140.8105","1140.8105","1140.8105","","1288.3662","1288.3662","Jovian","G","12 13 27.85","+23 03 20.47","1.2676519","0.85392407","2.0219126","1.0816059","1.9169567","1.1439252","1.9169567","1.0441089","1.9169567","3.0399313","1.3329916","0.43255656","0","0","Hot","0","0.085281235","Coma Berenices","Com","Berenice's Hair"
"WASP-47 c","Radial Velocity","La Silla Observatory","2015","2022-09-19","500.00000","-190.00000","320.00000","0","Mass","13.500000","","","0","588.80000","-2.0000000","2.0000000","0","1.3930000","-0.014000000","0.014000000","0","0.29500000","-0.016000000","0.016000000","0","87.000000","-45.000000","45.000000","0","112.00000","-4.3000000","4.3000000","0","WASP-47","","","","331.20309","-12.019067","22h04m48.74s","-12d01m08.64s","11.936000","-0.046000000","0.046000000","264.78000","-4.7160000","4.8880000","5552.0000","-75.000000","75.000000","0","1.0400000","-0.030000000","0.030000000","0","1.1400000","-0.010000000","0.010000000","0","0.38000000","-0.050000000","0.050000000","0","6.5000000","-1.2000000","2.6000000","0","0.024000000","-0.010000000","0.010000000","0","4.3400000","-0.010000000","0.010000000","0","6.0858062","37.037037","2.7434842","0.20322105","0.076955153","1.4536129","0.98206500","1.8039350","1.4086046","0.56999143","0.32475678","1.0957703","217.62319","192.30442","260.63311","","217.17762","294.34415","Jovian","G","22 04 48.74","-12 01 08.64","1.0568175","0.78186534","1.8539681","0.99033538","1.7577300","1.0474443","1.7577300","0.95600862","1.7577300","2.7756440","1.3940298","0.49513259","1","1","Warm","0","0.36039861","Aquarius","Aqr","Water Carrier"
"TOI-1470 b","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-08-07","7.3200000","-1.2400000","1.2100000","0","Mass","2.1800000","-0.040000000","0.040000000","0","2.5270930","-3.0000000e-06","4.0000000e-06","0","0.028500000","-0.00040000000","0.00040000000","0","0.30000000","","","1","87.420000","-0.12000000","0.12000000","0","","","","0","TOI-1470","","","M1.5 V","10.089143","61.213387","00h40m21.39s","+61d12m48.19s","13.459000","-0.036000000","0.036000000","51.950300","-0.074500000","0.074500000","3709.0000","-11.000000","11.000000","0","0.47000000","-0.010000000","0.010000000","0","0.47000000","-0.0000000","0.0000000","0","0.0000000","-0.030000000","0.030000000","0","1.3000000","-0.70000000","0.70000000","0","-1.4250000","-0.0010000000","0.0010000000","0","4.7700000","-0.020000000","0.020000000","0","1.8324296","3.3577982","1.5402744","0.70654788","0.00049834781","0.029782500","0.019950000","0.037050000","0.028830516","48.505343","27.379378","94.430915","660.57708","582.71420","794.10560","746.01801","658.08413","896.81749","Superterran","M","00 40 21.39","+61 12 48.19","0.037583740","0.15809966","0.40602648","0.20025695","0.38494418","0.21225672","0.38494418","0.19330916","0.38494418","0.52343621","0.045102246","0.29056815","0","0","Hot","0","0.27249568","Cassiopeia","Cas","Cassiopeia"
"V1298 Tau b","Transit","K2","2019","2023-05-03","203.41018","-60.387400","60.387400","0","Mass","10.270000","-0.53000000","0.58000000","0","24.139600","-0.0018000000","0.0018000000","0","0.16880000","-0.0026000000","0.0026000000","0","0.29000000","","","1","89.000000","-0.24000000","0.46000000","0","85.000000","-72.000000","72.000000","0","V1298 Tau","","","K1","61.331654","20.157032","04h05m19.60s","+20d09m25.31s","10.115000","-0.0090000000","0.0090000000","108.19900","-0.69600000","0.70400000","5050.0000","-100.00000","100.00000","0","1.1000000","-0.050000000","0.050000000","0","1.3400000","-0.050000000","0.060000000","0","0.10000000","-0.15000000","0.15000000","0","0.023000000","-0.0040000000","0.0040000000","0","-0.020000000","-0.019000000","0.018000000","0","4.2500000","-0.030000000","0.030000000","0","4.4504212","19.806249","1.9285540","0.18778520","0.0068298218","0.17589804","0.11984800","0.21775200","0.17062551","35.021205","20.140753","66.487257","609.64599","539.65802","727.41845","","609.45893","821.50484","Jovian","K","04 05 19.60","+20 09 25.31","0.95499259","0.76358949","1.8425461","0.96719787","1.7468992","1.0235100","1.7468992","0.93372011","1.7468992","2.6385405","0.59957102","0.19692931","0","0","Hot","0","0.11439136","Taurus","Tau","Bull"
"HD 22946 d","Transit","Transiting Exoplanet Survey Satellite (TESS)","2023","2023-07-10","26.570000","","","1","Mass","2.6070000","-0.060000000","0.060000000","0","47.424890","-0.00011000000","0.00010000000","0","0.29580000","-0.0042000000","0.0044000000","0","","","","0","","","","0","","","","0","HD 22946","HD 22946","HIP 17047","F7/F8V","54.819538","-42.763028","03h39m16.69s","-42d45m46.90s","8.2700010","-0.030000000","0.030000000","62.779200","-0.11560000","0.11610000","6169.0000","-64.000000","64.000000","0","1.1000000","-0.040000000","0.040000000","0","1.1200000","-0.010000000","0.010000000","0","-0.080000000","-0.040000000","0.040000000","0","2.5000000","-1.0000000","1.0000000","0","0.20900000","-0.014000000","0.013000000","0","4.4700000","-0.11000000","0.11000000","0","3.1924585","10.191791","3.9093944","1.4995759","0.0085529587","0.29580000","0.29580000","0.29580000","0.29580000","18.492842","18.492842","18.492842","528.26352","528.26352","528.26352","","596.59064","596.59064","Neptunian","F","03 39 16.69","-42 45 46.90","1.6180800","0.93218516","2.1763223","1.1807152","2.0633518","1.2481287","2.0633518","1.1396838","2.0633518","3.4345019","4.0996486","0.43020858","0","0","Hot","0","0.29154607","Eridanus","Eri","River"
"HAT-P-23 b","Transit","HATNet","2010","2023-03-29","664.23700","-35.278000","35.278000","0","Mass","15.334000","-1.0090000","1.0090000","0","1.2128840","-2.0000000e-06","2.0000000e-06","0","0.023200000","-0.00020000000","0.00020000000","0","0.10600000","-0.044000000","0.044000000","0","85.100000","-1.5000000","1.5000000","0","118.00000","-25.000000","25.000000","0","HAT-P-23","","","G0","306.12391","16.762146","20h24m29.74s","+16d45m43.73s","11.937000","-0.039000000","0.039000000","364.81300","-4.6530000","4.7720000","5905.0000","-80.000000","80.000000","0","1.1300000","-0.040000000","0.040000000","0","1.2000000","-0.070000000","0.070000000","0","0.15000000","-0.040000000","0.040000000","0","4.0000000","-1.0000000","1.0000000","0","0.19900000","-0.068000000","0.059000000","0","4.3300000","-0.050000000","0.050000000","0","6.5816351","43.317921","2.8249590","0.18422845","0.0017379034","0.023330338","0.020740800","0.025659200","0.023232705","2954.4572","2401.6725","3675.7756","1874.1305","1783.3154","1983.5217","","2013.9745","2240.0761","Jovian","G","20 24 29.74","+16 45 43.73","1.5812480","0.93646990","2.1991664","1.1861510","2.0850098","1.2541471","2.0850098","1.1449785","2.0850098","3.3951875","2.6282504","0.46945538","0","0","Hot","0","0.059587449","Delphinus","Del","Dolphin"
"tau Cet e","Radial Velocity","Multiple Observatories","2017","2017-08-14","3.9300000","-0.64000000","0.83000000","0","Msini","1.8100000","","","0","162.87000","-0.46000000","1.0800000","0","0.53800000","-0.060000000","0.060000000","0","0.18000000","-0.14000000","0.18000000","0","","","","0","22.350000","-45.840000","73.910000","0","tau Cet","HD 10700","HIP 8102","G8.5V","26.009303","-15.933799","01h44m02.23s","-15d56m01.68s","3.4960700","-0.023000000","0.023000000","3.6030400","-0.0067500000","0.0067800000","5310.0000","-17.000000","17.000000","0","0.78000000","-0.010000000","0.010000000","0","0.83000000","-0.020000000","0.020000000","0","-0.52000000","-0.010000000","0.010000000","0","12.120000","","","-1","-0.30500000","-0.0030000000","0.0030000000","0","4.5200000","-0.010000000","0.020000000","-1","1.4735232","2.1712707","1.1995971","0.66276082","0.0075650887","0.54671560","0.44116000","0.63484000","0.54020242","1.7401533","1.2293384","2.5457031","290.78463","268.23631","321.77452","328.39554","302.93076","363.39375","Superterran","G","01 44 02.23","-15 56 01.68","0.49545019","0.54266377","1.2969635","0.68735924","1.2296387","0.72717395","1.2296387","0.66355306","1.2296387","1.9004820","0.83572862","0.49908380","0","0","Hot","0","0.72066764","Cetus","Cet","Whale"
"K2-254 c","Transit","K2","2018","2022-03-28","5.4300000","","","0","M-R relationship","2.1900000","-0.18000000","0.24000000","0","12.118390","-0.0032100000","0.0030300000","0","0.092300000","-0.0010000000","0.0010000000","0","","","","0","","","","0","","","","0","K2-254","","","","185.55079","-4.7172908","12h22m12.19s","-04d43m02.25s","14.238000","-0.13700000","0.13700000","227.77500","-1.2810000","1.2960000","4629.0000","-123.00000","168.00000","0","0.71000000","-0.030000000","0.020000000","0","0.67000000","-0.010000000","0.010000000","0","-0.14000000","-0.15000000","0.18000000","0","","","","0","-0.82200000","-0.0060000000","0.0060000000","0","4.6400000","-0.010000000","0.010000000","0","1.5746276","2.4794521","1.1321699","0.51697255","0.0018190059","0.092300000","0.092300000","0.092300000","0.092300000","17.684655","17.684655","17.684655","522.39482","522.39482","522.39482","589.96286","589.96286","589.96286","Superterran","K","12 22 12.19","-04 43 02.25","0.15066071","0.30893480","0.75878004","0.39131362","0.71939018","0.41429987","0.71939018","0.37777319","0.71939018","1.0480060","0.25138934","0.41156387","0","0","Hot","0","0.31569836","Virgo","Vir","Virgin"
"EPIC 220554210 c","Transit","K2","2019","2022-03-28","3.1900000","","","0","M-R relationship","1.6000000","-0.10000000","0.10000000","0","0.70531000","-3.7000000e-05","3.7000000e-05","0","0.015187008","","","0","","","","0","91.300000","-10.000000","10.000000","0","","","","0","K2-282","","","","13.432152","7.9952914","00h53m43.72s","+07d59m43.05s","14.210000","-0.11400000","0.11400000","496.28900","-7.6630000","7.9020000","5499.0000","-109.00000","109.00000","0","0.94000000","-0.040000000","0.040000000","0","1.0000000","-0.040000000","0.040000000","0","-0.23000000","-0.16000000","0.16000000","0","","","","0","-0.21500000","-0.017000000","0.016000000","0","4.5000000","-0.040000000","0.040000000","0","1.4120021","1.9937500","1.2460937","0.77880859","0.00022828555","0.015187008","0.015187008","0.015187008","0.015187008","2642.7466","2642.7466","2642.7466","1826.4744","1826.4744","1826.4744","2062.7158","2062.7158","2062.7158","Terran","G","00 53 43.72","+07 59 43.05","0.60953690","0.59560211","1.4146183","0.75440951","1.3411865","0.79795486","1.3411865","0.72826531","1.3411865","2.1079668","1.2305313","0.45191880","0","0","Hot","0","0.27483038","Pisces","Psc","Fishes"
"NSVS 14256825 b","Eclipse Timing Variations","Multiple Observatories","2019","2019-06-10","4497.2945","-50.852800","50.852800","0","Msini","12.300000","","","0","3225.0000","-22.000000","22.000000","0","3.1200000","-0.070000000","0.070000000","0","0.12000000","-0.020000000","0.020000000","0","","","","0","133.30000","-10.300000","10.300000","0","NSVS 14256825","","","","305.00195","4.6323715","20h20m00.47s","+04d37m56.54s","13.296000","-0.11500000","0.11500000","820.87700","-41.457000","41.457000","40000.000","","","0","0.42000000","-0.070000000","0.070000000","0","0.19000000","-0.010000000","0.010000000","0","","","","0","","","","0","1.9740000","-0.086000000","0.072000000","0","5.5000000","-0.030000000","0.030000000","0","19.121551","365.63370","29.726317","2.4167737","0.60532674","3.1424640","2.7456000","3.4944000","3.1256427","9.7463155","7.7135583","12.494689","448.87978","424.53490","478.93996","","479.44546","540.88743","Jovian","O","20 20 00.47","+04 37 56.54","94.188960","6.7298318","15.509254","8.5238651","14.704215","9.0040393","14.704215","8.2265675","14.704215","26.203769","5.1913730e+25","0.34548900","0","0","Hot","0","0.16805125","Aquila","Aql","Eagle"
"Kepler-1390 b","Transit","Kepler","2016","2019-04-16","1.7600000","","","0","M-R relationship","1.1800000","-0.13000000","0.25000000","0","6.4802167","-4.6300000e-05","4.6300000e-05","0","0.066200000","","","0","0.0000000","","","0","86.120000","","","0","","","","0","Kepler-1390","","","","298.66244","48.248866","19h54m38.99s","+48d14m55.92s","14.558000","-0.17200000","0.17200000","723.43100","-10.540500","10.540500","5753.0000","-169.25000","141.59000","0","0.98000000","-0.070000000","0.070000000","0","0.98000000","-0.10000000","0.20000000","0","-0.010000000","-0.18600000","0.13700000","0","4.4700000","-3.0000000","3.9000000","0","-0.10000000","","","0","4.4500000","-0.15000000","0.070000000","0","1.2212802","1.4915254","1.2640046","1.0711903","0.00080489415","0.066200000","0.066200000","0.066200000","0.066200000","181.25251","181.25251","181.25251","934.69671","934.69671","934.69671","1055.5931","1055.5931","1055.5931","Terran","G","19 54 38.99","+48 14 55.92","0.79432823","0.66985763","1.5792210","0.84845830","1.4972451","0.89721659","1.4972451","0.81902628","1.4972451","2.4063775","1.9303647","0.45605594","0","0","Hot","0","0.29821997","Cygnus","Cyg","Swan"
"Kepler-393 c","Transit","Kepler","2014","2019-04-16","2.3300000","","","0","M-R relationship","1.3300000","-0.31000000","0.31000000","0","14.613612","-0.00023100000","0.00023100000","0","0.12400000","","","0","0.0000000","","","0","89.770000","","","0","","","","0","Kepler-393","","","","290.99520","45.192188","19h23m58.85s","+45d11m31.88s","13.258000","-0.10300000","0.10300000","881.40400","-13.598000","14.022000","6189.0000","-100.00000","100.00000","0","1.2100000","-0.060000000","0.080000000","0","1.3800000","-0.26000000","0.26000000","0","0.032000000","-0.022000000","0.022000000","0","2.1500000","-0.42000000","0.42000000","0","0.52400000","-0.022000000","0.020000000","0","4.2300000","-0.15000000","0.15000000","0","1.3235859","1.7518797","1.3172028","0.99037803","0.0015431108","0.12400000","0.12400000","0.12400000","0.12400000","217.34849","217.34849","217.34849","978.11263","978.11263","978.11263","1104.6245","1104.6245","1104.6245","Terran","F","19 23 58.85","+45 11 31.88","3.3419504","1.3380557","3.1226462","1.6947940","2.9605530","1.7915309","2.9605530","1.6358924","2.9605530","4.9358706","4.3799238","0.43307160","0","0","Hot","0","0.29224869","Cygnus","Cyg","Swan"
"Kepler-263 c","Transit","Kepler","2014","2019-04-16","6.6600000","","","0","M-R relationship","2.4700000","-1.3500000","1.3500000","0","47.332773","-0.00045600000","0.00045600000","0","0.24200000","","","0","0.0000000","","","0","89.800000","","","0","","","","0","Kepler-263","","","","292.46980","37.567794","19h29m52.75s","+37d34m04.06s","15.435000","-0.13700000","0.13700000","754.74700","-16.038000","16.038000","5265.0000","-200.00000","200.00000","0","0.80000000","-0.040000000","0.040000000","0","0.79000000","-0.43000000","0.43000000","0","-0.031000000","-0.014000000","0.014000000","0","7.9000000","-3.9000000","3.9000000","0","-0.45600000","","","0","4.5800000","-0.30000000","0.30000000","0","1.6420585","2.6963563","1.0916422","0.44196041","0.0049060130","0.24200000","0.24200000","0.24200000","0.24200000","5.9754314","5.9754314","5.9754314","398.28324","398.28324","398.28324","449.79833","449.79833","449.79833","Superterran","K","19 29 52.75","+37 34 04.06","0.34994517","0.45717379","1.0943686","0.57907489","1.0375603","0.61264630","1.0375603","0.55902157","1.0375603","1.5972164","0.78010865","0.46866158","0","0","Hot","0","0.41338650","Cygnus","Cyg","Swan"
"Kepler-1431 b","Transit","Kepler","2016","2019-04-16","2.7600000","","","0","M-R relationship","1.4700000","-0.16000000","0.42000000","0","5.8660153","-4.7240000e-05","4.7240000e-05","0","0.064800000","","","0","0.0000000","","","0","86.800000","","","0","","","","0","Kepler-1431","","","","292.65839","49.865152","19h30m38.01s","+49d51m54.55s","15.400000","-0.14900000","0.14900000","1623.2400","-61.425000","61.425000","5806.0000","-100.35000","77.080000","0","1.0300000","-0.050000000","0.060000000","0","1.0300000","-0.10000000","0.29000000","0","0.070000000","-0.14100000","0.13900000","0","4.2700000","-2.5000000","2.8800000","0","0.24300000","","","0","4.4200000","-0.20000000","0.070000000","0","1.3702376","1.8775510","1.2772456","0.86887455","0.00090029369","0.064800000","0.064800000","0.064800000","0.064800000","416.72542","416.72542","416.72542","1150.9652","1150.9652","1150.9652","1299.8344","1299.8344","1299.8344","Terran","G","19 30 38.01","+49 51 54.55","1.7498467","0.99105668","2.3331781","1.2552952","2.2120649","1.3273699","2.2120649","1.2117409","2.2120649","3.5716078","2.1497469","0.46015968","0","0","Hot","0","0.28353123","Cygnus","Cyg","Swan"
"Kepler-237 c","Transit","Kepler","2014","2019-04-16","4.9800000","","","0","M-R relationship","2.0800000","-1.1000000","1.1000000","0","8.1036360","-3.2000000e-05","3.2000000e-05","0","0.071000000","","","0","0.0000000","","","0","89.870000","","","0","","","","0","Kepler-237","","","","283.22134","40.421762","18h52m53.12s","+40d25m18.34s","15.689000","-0.080000000","0.080000000","657.82200","-10.113000","10.429000","4861.0000","-200.00000","200.00000","0","0.70000000","-0.020000000","0.020000000","0","0.72000000","-0.38000000","0.38000000","0","0.030000000","-0.15400000","0.13800000","0","13.800000","-3.8000000","3.8000000","0","-0.47700000","","","0","4.5800000","-0.30000000","0.30000000","0","1.5473302","2.3942308","1.1510725","0.55340023","0.0013659056","0.071000000","0.071000000","0.071000000","0.071000000","66.142911","66.142911","66.142911","726.47477","726.47477","726.47477","820.43909","820.43909","820.43909","Superterran","K","18 52 53.12","+40 25 18.34","0.33342641","0.45518904","1.1067966","0.57656547","1.0493419","0.61026584","1.0493419","0.55661373","1.0493419","1.5590634","0.37272866","0.49193082","0","0","Hot","0","0.27052492","Lyra","Lyr","Lyre"
